NDVI,NDRE,GNDVI,Serapan_K
0.3537,0.3442,0.3422,22.57
0.1,0.2716,0.1678,20.74
0.3785,0.2778,0.3392,21.12
0.769,0.6371,0.7731,46.12
0.604,0.596,0.6038,35.83
0.8091,0.6736,0.7924,48.18
0.6571,0.7153,0.6173,43.18
0.5649,0.5993,0.4985,35.49
0.95,0.9046,0.9206,53.13
0.5585,0.4704,0.5214,35.44
0.3505,0.2226,0.2594,24.24
0.3853,0.284,0.2268,19.79
0.882,0.7541,0.8706,46.79
0.95,0.95,0.95,58.09
0.5769,0.4381,0.5793,33.08
0.6495,0.5585,0.6013,41.65
0.8469,0.75,0.7483,47.79
0.6737,0.6064,0.6127,35.17
0.4484,0.5384,0.3919,29.86
0.7222,0.565,0.638,45.78
0.5287,0.3801,0.5359,27.77
0.6053,0.503,0.5786,37.11
0.4238,0.3158,0.4248,28.05
0.5285,0.4509,0.5095,26.66
0.95,0.9126,0.95,59.54
0.8044,0.5796,0.8022,46.69
0.3996,0.3566,0.3609,29.15
0.7416,0.6293,0.7413,40.8
0.3648,0.3796,0.2023,23.05
0.9181,0.9038,0.8641,56.82
0.2917,0.1885,0.1548,15.51
0.486,0.5106,0.424,35.09
0.95,0.8552,0.9482,60.0
0.4511,0.3814,0.4144,28.94
0.7483,0.6461,0.7393,47.61
0.7389,0.5786,0.6272,35.45
0.5246,0.4366,0.4643,30.89
0.5617,0.547,0.4785,29.74
0.8606,0.7755,0.8532,45.61
0.5924,0.5002,0.559,36.19
0.95,0.8225,0.6719,54.09
0.4754,0.543,0.4718,31.9
0.6428,0.5023,0.7107,33.44
0.2671,0.2338,0.2408,17.62
0.8259,0.7417,0.8707,52.0
0.7347,0.5989,0.6262,33.8
0.4429,0.3328,0.4256,23.63
0.8992,0.8692,0.8541,56.38
0.9374,0.7643,0.8854,43.43
0.1,0.1,0.1,6.81
0.5824,0.4774,0.5186,39.93
0.3603,0.2996,0.3407,21.21
0.3572,0.2745,0.3365,26.24
0.3437,0.2634,0.3337,21.13
0.7286,0.6371,0.8169,48.08
0.3784,0.3005,0.2604,29.32
0.95,0.9358,0.95,58.23
0.7633,0.6412,0.7302,49.93
0.95,0.9416,0.95,60.0
0.563,0.3218,0.5281,26.95
0.8986,0.779,0.9041,52.36
0.291,0.3726,0.2947,25.2
0.422,0.366,0.4186,24.03
0.2821,0.2582,0.2859,24.24
0.4451,0.4084,0.3812,23.49
0.7773,0.6231,0.7342,44.8
0.1,0.2232,0.1905,19.1
0.3096,0.2465,0.2917,18.47
0.7433,0.5655,0.61,35.53
0.9149,0.6604,0.7532,48.61
0.9364,0.7982,0.8766,57.45
0.6915,0.608,0.652,34.4
0.7869,0.6855,0.6352,35.1
0.6419,0.5647,0.6077,40.25
0.1,0.1,0.1,9.71
0.5154,0.4525,0.5011,33.13
0.95,0.7355,0.8194,43.81
0.6748,0.6036,0.6192,42.47
0.5099,0.433,0.4473,29.32
0.1131,0.1,0.1,13.76
0.3712,0.2402,0.2336,18.94
0.3948,0.3197,0.3337,22.95
0.5411,0.4559,0.5599,24.95
0.5011,0.5152,0.4289,28.77
0.9169,0.7807,0.8698,49.27
0.5978,0.4545,0.5195,33.07
0.4198,0.3088,0.3184,21.46
0.95,0.8442,0.95,53.83
0.2535,0.2349,0.2511,20.36
0.4997,0.3997,0.4856,35.72
0.4801,0.391,0.4355,30.44
0.2889,0.1901,0.1205,13.36
0.95,0.5931,0.9059,54.27
0.2368,0.2255,0.1942,19.64
0.6091,0.5069,0.5508,38.8
0.6131,0.6308,0.533,38.02
0.2916,0.2413,0.1876,17.38
0.4581,0.3768,0.4872,25.21
0.5513,0.4267,0.6182,39.97
0.4218,0.2627,0.3504,22.88
0.4918,0.4316,0.3731,26.34
0.6116,0.5483,0.5873,38.84
0.1557,0.1,0.1,13.1
0.6524,0.7051,0.5345,45.51
0.95,0.7378,0.7681,49.04
0.8676,0.7684,0.7402,41.55
0.5185,0.3808,0.3514,34.03
0.551,0.4948,0.5399,37.61
0.6987,0.6084,0.697,37.08
0.797,0.5907,0.6704,37.41
0.4737,0.4132,0.4177,26.2
0.7872,0.6537,0.7969,39.17
0.8645,0.6876,0.7882,41.22
0.3367,0.3403,0.3286,22.5
0.5801,0.6162,0.4714,39.37
0.8777,0.7225,0.7689,49.93
0.1,0.1,0.1,14.56
0.95,0.7961,0.918,58.89
0.6771,0.6469,0.6699,34.93
0.1961,0.1989,0.1956,17.5
0.5592,0.524,0.5313,38.24
0.542,0.6156,0.4807,38.55
0.3164,0.2628,0.3212,19.32
0.95,0.7268,0.8542,56.24
0.1,0.1,0.1,6.11
0.95,0.66,0.8044,48.68
0.8527,0.739,0.8524,47.46
0.933,0.7526,0.7639,51.12
0.9141,0.7399,0.9399,54.81
0.95,0.6968,0.8646,49.54
0.6908,0.6141,0.6601,42.25
0.3985,0.4839,0.4346,32.51
0.5088,0.3509,0.4346,29.96
0.2562,0.295,0.2373,20.02
0.5299,0.4955,0.4722,29.6
0.7161,0.5809,0.6768,43.37
0.95,0.7076,0.7617,49.36
0.4552,0.3481,0.4247,32.69
0.5327,0.439,0.4861,28.93
0.5249,0.5035,0.4991,36.25
0.8777,0.624,0.7086,46.52
0.7191,0.6155,0.6847,41.06
0.4615,0.3605,0.4653,30.55
0.175,0.1956,0.1,11.86
0.6197,0.542,0.5528,28.63
0.7169,0.5717,0.7485,37.6
0.7612,0.6442,0.7298,43.1
0.3762,0.3188,0.3726,28.67
0.827,0.5826,0.707,45.17
0.7828,0.5136,0.6028,39.77
0.6217,0.5128,0.5455,38.93
0.3439,0.2494,0.3594,27.02
0.8338,0.5488,0.7733,38.28
0.4016,0.3152,0.4025,27.36
0.608,0.5799,0.5416,40.65
0.7276,0.5751,0.7127,41.99
0.9187,0.765,0.6712,51.07
0.4219,0.3719,0.401,24.68
0.5926,0.5536,0.5469,33.59
0.2759,0.2469,0.2655,22.04
0.7828,0.7266,0.6186,47.56
0.51,0.4172,0.4968,37.0
0.4459,0.3799,0.4157,27.99
0.5001,0.4171,0.4928,35.27
0.5009,0.3527,0.4465,24.43
0.7224,0.5824,0.6808,43.95
0.2511,0.2299,0.2565,17.74
0.6612,0.6384,0.5341,34.98
0.262,0.1799,0.2442,23.3
0.7127,0.4947,0.5493,39.28
0.8169,0.7242,0.8084,44.37
0.4521,0.3628,0.3496,24.03
0.95,0.6776,0.748,49.47
0.4135,0.3476,0.3799,24.43
0.4358,0.5907,0.3739,34.76
0.9493,0.8297,0.8419,53.97
0.7022,0.6098,0.6481,37.79
0.3131,0.2976,0.2786,22.16
0.4556,0.4516,0.436,27.2
0.577,0.3824,0.5069,26.88
0.7758,0.6243,0.717,44.22
0.4778,0.4184,0.4424,31.2
0.1,0.1,0.1,10.05
0.8127,0.6347,0.8085,46.53
0.4321,0.3663,0.4189,31.51
0.7355,0.6118,0.6911,42.88
0.7117,0.6399,0.7156,34.4
0.4578,0.3082,0.4098,23.32
0.6641,0.6134,0.605,41.42
0.472,0.4341,0.3967,27.13
0.9052,0.7908,0.8879,47.87
0.6422,0.5541,0.6516,40.12
0.762,0.5851,0.6879,43.46
0.1791,0.274,0.1834,20.97
0.1179,0.1,0.1113,14.11
0.5706,0.5101,0.5526,38.87
0.95,0.909,0.7343,58.55
0.3511,0.3169,0.4123,27.78
0.8317,0.6331,0.7772,51.8
0.8447,0.766,0.7794,48.87
0.2269,0.2346,0.2209,16.95
0.6113,0.4901,0.5837,30.44
0.2915,0.2556,0.2022,14.6
0.2468,0.1737,0.2278,22.48
0.8131,0.7248,0.743,43.39
0.2669,0.2247,0.2517,18.86
0.5289,0.4065,0.466,28.93
0.8489,0.7544,0.8411,51.88
0.6319,0.5284,0.5756,34.41
0.8175,0.6815,0.7779,42.65
0.4067,0.393,0.4127,25.56
0.2204,0.1889,0.2236,16.02
0.59,0.5678,0.4741,37.4
0.1,0.1277,0.108,14.2
0.95,0.8541,0.95,58.8
0.4679,0.431,0.4813,28.26
0.503,0.4064,0.44,25.21
0.6271,0.4993,0.6145,37.71
0.6337,0.4817,0.527,32.04
0.4947,0.4496,0.4926,29.25
0.95,0.95,0.95,54.46
0.949,0.6588,0.7825,49.72
0.6021,0.5446,0.5615,32.67
0.8027,0.7382,0.7441,49.16
0.7452,0.6363,0.7476,47.07
0.5092,0.4148,0.4825,32.09
0.4798,0.4132,0.4656,34.33
0.3471,0.2873,0.3117,20.59
0.6703,0.57,0.5524,29.01
0.3564,0.2466,0.2336,19.58
0.2808,0.2075,0.2623,18.08
0.6686,0.5548,0.5924,38.0
0.5514,0.4931,0.4682,30.37
0.9335,0.8182,0.9011,46.73
0.7633,0.6187,0.7474,45.48
0.8052,0.6921,0.7569,45.67
0.4654,0.4254,0.3864,28.14
0.3879,0.3464,0.3751,28.47
0.4454,0.465,0.4573,33.59
0.4187,0.3341,0.3943,24.46
0.95,0.95,0.95,57.68
0.3498,0.3288,0.3583,23.86
0.151,0.223,0.1985,21.58
0.7728,0.7165,0.5881,44.39
0.5956,0.4561,0.539,38.46
0.4089,0.3301,0.411,22.73
0.2549,0.2759,0.25,23.83
0.8167,0.7165,0.8099,44.32
0.716,0.6185,0.563,42.05
0.249,0.1414,0.1054,12.91
0.95,0.8193,0.8584,53.98
0.5588,0.5538,0.4323,38.41
0.7709,0.6784,0.7551,46.78
0.95,0.7966,0.7835,57.79
0.3576,0.1793,0.3276,17.84
0.5525,0.4669,0.5722,32.01
0.5784,0.4962,0.5331,35.86
0.3548,0.2375,0.4641,29.76
0.8213,0.6683,0.65,39.96
0.7027,0.5392,0.7571,45.13
0.1444,0.1584,0.1567,14.12
0.3404,0.3808,0.414,28.53
0.2866,0.2296,0.2454,17.93
0.6993,0.604,0.6798,41.03
0.9076,0.6767,0.9281,56.1
0.95,0.915,0.95,60.0
0.8226,0.5625,0.7241,35.94
0.7189,0.6318,0.7878,44.45
0.4796,0.3391,0.4301,32.89
0.1749,0.2929,0.2325,23.12
0.3246,0.3091,0.3272,21.01
0.8461,0.7516,0.8327,48.63
0.8055,0.6679,0.7504,42.27
0.3951,0.3423,0.4008,28.86
0.9032,0.7958,0.8638,52.63
0.95,0.7418,0.8854,55.12
0.8478,0.6412,0.7237,48.08
0.5561,0.3914,0.4434,35.94
0.95,0.7623,0.8567,49.75
0.5977,0.5,0.4382,30.99
0.8957,0.717,0.8994,46.21
0.57,0.4412,0.5477,36.52
0.4469,0.3823,0.4422,31.62
0.9307,0.7945,0.8813,51.23
0.3508,0.2994,0.3474,23.02
0.8703,0.732,0.8613,41.48
0.1938,0.1501,0.2033,15.72
0.4752,0.4009,0.4372,26.03
0.816,0.7202,0.7928,47.43
0.1,0.1,0.1,9.46
0.2377,0.181,0.2305,15.92
0.3497,0.3119,0.3539,21.81
0.4619,0.4008,0.3649,23.57
0.8189,0.6924,0.7974,48.31
0.7503,0.5999,0.6356,41.33
0.2884,0.2656,0.2667,19.64
0.7186,0.5762,0.6079,33.41
0.1855,0.1323,0.1614,14.38
0.3885,0.234,0.2955,18.8
0.5071,0.4216,0.4665,33.88
0.2599,0.2649,0.2434,24.91
0.7976,0.6294,0.7645,49.38
0.831,0.7524,0.7727,45.88
0.95,0.7934,0.95,56.56
0.8474,0.6559,0.7801,36.55
0.8859,0.7395,0.8704,55.54
0.4785,0.3926,0.3023,23.94
0.5814,0.5729,0.4927,33.21
0.95,0.95,0.95,60.0
0.5832,0.5165,0.567,31.78
0.5535,0.4711,0.4953,36.33
0.8641,0.7184,0.7807,43.45
0.3561,0.331,0.3638,27.72
0.5087,0.3986,0.3919,27.13
0.95,0.8194,0.8961,56.96
0.861,0.7292,0.8181,45.07
0.3683,0.2324,0.3441,27.39
0.4983,0.5686,0.4356,36.75
0.8785,0.7805,0.8137,43.23
0.1,0.1,0.1,7.83
0.7685,0.6363,0.7363,39.34
0.6053,0.5578,0.4637,38.71
0.7794,0.7506,0.7046,48.37
0.6609,0.6032,0.5673,37.23
0.7063,0.6138,0.661,42.32
0.5467,0.4751,0.5007,28.83
0.4013,0.3603,0.3703,28.81
0.912,0.6754,0.8538,38.98
0.4999,0.4948,0.3719,27.32
0.3021,0.3787,0.3376,27.29
0.3985,0.3555,0.3735,24.83
0.8865,0.7499,0.8282,45.7
0.8012,0.5611,0.7252,36.1
0.2649,0.258,0.2762,18.41
0.8412,0.7301,0.8058,46.38
0.8873,0.8528,0.8191,53.94
0.2381,0.1601,0.2272,14.78
0.6201,0.6001,0.6401,34.7
0.95,0.7837,0.8098,51.5
0.3879,0.2905,0.3486,22.46
0.95,0.7404,0.8626,57.62
0.5028,0.4263,0.4557,32.79
0.4219,0.2997,0.2629,30.87
0.792,0.7109,0.7222,38.2
0.5313,0.3791,0.5144,28.27
0.7556,0.6441,0.7273,42.16
0.5733,0.4362,0.5545,33.62
0.1274,0.142,0.1674,13.7
0.7516,0.6643,0.786,47.09
0.6321,0.6188,0.6292,36.54
0.8734,0.7428,0.8828,53.75
0.5696,0.5075,0.535,37.74
0.3173,0.2555,0.3025,25.71
0.6288,0.5677,0.6465,35.02
0.6437,0.5517,0.6095,40.81
0.95,0.95,0.9387,58.95
0.3375,0.2332,0.3391,25.21
0.2412,0.2033,0.2481,18.39
0.95,0.7877,0.7954,57.94
0.7063,0.5924,0.6835,42.25
0.6125,0.4945,0.5945,34.18
0.452,0.3435,0.4433,27.35
0.5759,0.5104,0.5307,36.85
0.9286,0.7494,0.8944,55.79
0.1,0.1,0.1,8.47
0.9344,0.821,0.8969,57.04
0.4257,0.2733,0.359,22.52
0.2021,0.17,0.2542,14.67
0.1534,0.3891,0.2198,21.81
0.3226,0.3137,0.2984,21.97
0.6041,0.509,0.593,40.34
0.7464,0.6339,0.7136,36.53
0.8397,0.6682,0.7946,46.61
0.5481,0.5432,0.483,38.19
0.7768,0.6544,0.8314,42.37
0.5365,0.5149,0.379,28.99
0.9082,0.7601,0.95,54.15
0.9197,0.8043,0.9101,54.53
0.7489,0.6907,0.7318,47.5
0.8966,0.7685,0.7265,44.39
0.4043,0.3624,0.4055,29.5
0.95,0.8895,0.937,58.26
0.6122,0.5638,0.5088,40.59
0.4743,0.3588,0.4915,32.37
0.4484,0.5248,0.3279,35.28
0.5682,0.4677,0.5338,36.12
0.1,0.2371,0.1,19.34
0.6248,0.5299,0.6141,34.04
0.95,0.8009,0.95,56.35
0.7813,0.6507,0.7786,47.62
0.6247,0.5451,0.5675,35.34
0.4811,0.4031,0.4754,25.32
0.9049,0.7937,0.7841,49.79
0.3991,0.3232,0.2867,22.59
0.3795,0.3395,0.3573,23.39
0.4898,0.377,0.4952,31.84
0.7203,0.6456,0.7632,46.41
0.7327,0.5685,0.5507,36.7
0.1,0.1,0.1,5.0
0.5754,0.5155,0.5575,35.21
0.217,0.2467,0.2035,17.82
0.4783,0.3043,0.3864,20.14
0.6706,0.5671,0.6992,35.18
0.7613,0.7432,0.7094,42.51
0.6627,0.4984,0.6702,40.27
0.8131,0.6576,0.6769,40.53
0.8208,0.6779,0.7661,40.09
0.4841,0.4016,0.4395,26.41
0.7181,0.6532,0.639,44.68
0.95,0.9223,0.8759,58.63
0.3436,0.2773,0.2373,19.25
0.3273,0.3307,0.2987,22.56
0.5804,0.4992,0.5594,35.5
0.5155,0.4177,0.5194,29.3
0.6433,0.4715,0.5117,31.63
0.5776,0.4908,0.402,27.62
0.4841,0.3976,0.4103,27.95
0.495,0.4159,0.3725,25.31
0.95,0.8553,0.95,59.23
0.6155,0.5295,0.6046,38.94
0.5408,0.4917,0.5809,29.87
0.6876,0.5341,0.7311,44.87
0.5703,0.4537,0.5655,35.48
0.6942,0.556,0.4808,41.89
0.8886,0.7316,0.8289,50.44
0.4462,0.314,0.4455,23.88
0.1849,0.1991,0.1973,16.29
0.2473,0.1624,0.2152,15.49
0.4701,0.3785,0.4749,26.9
0.95,0.95,0.9231,60.0
0.5399,0.4745,0.5503,30.71
0.3859,0.3448,0.3581,28.48
0.9095,0.5901,0.7667,46.3
0.412,0.426,0.4397,30.85
0.8212,0.4534,0.7351,35.46
0.6444,0.4738,0.5598,40.34
0.95,0.9459,0.9114,60.0
0.95,0.8128,0.9354,49.14
0.1496,0.1508,0.1231,13.7
0.4381,0.3705,0.4221,30.14
0.95,0.9383,0.95,59.14
0.3926,0.4298,0.3492,26.52
0.5951,0.4904,0.4918,32.02
0.2008,0.3427,0.2436,22.29
0.8503,0.6984,0.7677,43.14
0.6407,0.6634,0.5587,42.37
0.4607,0.4106,0.4215,33.97
0.6035,0.4839,0.5117,27.48
0.5102,0.411,0.5446,29.58
0.2315,0.2163,0.1006,13.87
0.3884,0.3204,0.3736,28.18
0.6442,0.4361,0.5766,29.84
0.6387,0.5527,0.5391,44.54
0.4743,0.3366,0.4646,26.04
0.3918,0.3611,0.357,24.92
0.3811,0.3542,0.3735,29.22
0.8521,0.5821,0.7089,43.14
0.5939,0.4853,0.5365,38.64
0.2538,0.217,0.1728,15.54
0.6831,0.452,0.6153,39.61
0.95,0.569,0.8339,47.59
0.5627,0.4345,0.4895,30.22
0.7681,0.7784,0.6719,47.78
0.2645,0.1911,0.2591,17.78
0.8417,0.7454,0.7377,46.92
0.9314,0.8294,0.8959,52.71
0.7463,0.6227,0.6943,45.88
0.7219,0.6452,0.6714,39.43
0.2586,0.2508,0.2089,24.24
0.12,0.1623,0.1448,14.31
0.161,0.1922,0.1301,15.19
0.6279,0.4807,0.6823,41.68
0.7173,0.5426,0.5364,43.95
0.3553,0.4821,0.357,31.81
0.9436,0.7199,0.8924,54.13
0.4409,0.5523,0.3662,33.16
0.318,0.3198,0.2372,26.52
0.2692,0.267,0.1875,17.97
0.4291,0.3984,0.4003,30.37
0.4698,0.3915,0.4578,31.98
0.1,0.1,0.1,10.91
0.1913,0.3932,0.1897,23.63
